DOM1	AGGR_STRATUM	X1	X2	X3	X4	X5	X6
1	12	4	2	2	2	1	1
1	12	5	1	1	1	1	1
1	12	6	2	2	2	2	1
1	12	9	3	2	3	2	1
1	13	3	1	2	1	1	1
1	13	3	2	1	1	1	1
1	13	3	3	2	2	1	1
1	13	4	1	1	2	1	1
1	13	4	2	1	2	1	1
1	13	6	1	1	1	1	1
1	13	6	1	3	1	1	3
1	13	7	1	1	1	1	1
1	13	7	1	2	1	1	1
1	13	7	2	2	1	2	1
1	13	7	3	2	2	2	1
1	13	8	2	1	1	2	1
1	13	8	3	2	2	2	1
1	14	4	3	2	3	1	1
1	14	5	2	1	1	1	1
1	14	5	2	2	1	1	1
1	14	6	1	2	1	1	1
1	14	7	1	2	1	1	2
1	14	9	1	1	1	2	2
1	14	9	2	1	3	1	1
2	1	1	1	1	1	1	1
2	1	1	2	1	2	1	1
2	2	1	1	2	1	1	1
2	2	2	1	2	1	1	1
2	2	3	1	3	1	1	1
2	2	10	1	1	1	1	2
2	3	1	2	1	1	1	1
2	3	6	1	1	1	1	2
2	3	7	1	2	1	1	2
2	3	7	2	2	3	2	1
2	3	7	3	2	3	2	1
2	3	9	1	2	1	2	2
2	3	9	3	3	3	2	1
2	4	1	2	2	1	1	1
2	4	4	2	2	2	1	1
2	4	6	1	2	1	1	1
2	4	6	2	2	1	1	1
2	4	6	2	3	2	1	1
2	4	7	1	1	1	1	1
2	4	7	1	1	1	2	2
2	4	8	1	3	1	2	2
2	4	8	3	2	2	2	1
2	4	9	1	1	1	1	1
2	5	1	3	1	2	1	1
2	6	5	3	3	2	2	1
2	6	9	3	3	3	2	2
2	6	10	1	1	1	2	2
2	6	11	1	1	1	2	2
2	6	11	1	2	1	2	2
2	6	11	1	3	1	2	1
2	6	11	2	2	1	2	2
2	6	12	2	2	1	2	3
2	7	2	3	1	2	1	1
2	7	4	1	2	1	1	1
2	7	4	2	1	2	1	1
2	7	9	2	2	1	2	2
2	7	10	1	2	1	2	2
2	8	8	2	2	1	2	1
2	8	10	2	1	1	2	2
2	8	10	2	3	1	2	1
2	8	13	1	1	1	2	1
2	8	15	2	3	2	2	2
2	9	9	2	2	1	2	1
2	9	11	3	3	1	2	2
2	9	12	1	1	1	2	1
2	9	12	1	2	1	2	2
2	9	12	2	1	1	2	2
2	9	13	1	1	1	2	2
2	9	13	1	1	1	2	3
2	9	13	2	2	1	2	2
2	9	15	2	1	1	2	2
2	10	15	1	1	1	2	2
2	10	15	1	2	1	2	3
2	11	15	2	1	1	2	3
2	11	15	2	3	1	2	2
2	11	17	2	3	1	3	3
2	12	2	1	1	1	1	1
2	12	2	2	1	1	1	1
2	12	2	2	2	2	1	1
2	12	3	3	2	2	1	1
2	13	2	2	1	2	1	1
2	13	2	2	2	1	1	1
2	13	2	2	3	1	1	1
2	13	2	2	3	2	1	1
2	13	2	3	2	2	1	1
2	13	3	1	1	1	1	1
2	13	3	1	2	1	1	1
2	13	3	2	1	1	1	1
2	13	3	2	2	1	1	1
2	13	4	1	1	1	1	1
2	13	4	2	2	1	1	1
2	13	4	3	2	2	1	1
2	13	5	1	3	1	1	1
2	13	5	2	1	1	1	1
2	13	7	2	3	1	2	1
2	13	9	1	3	1	2	2
2	14	3	2	1	2	1	1
2	14	3	2	2	2	1	1
2	14	3	3	1	2	1	1
2	14	4	1	1	1	1	2
2	14	4	2	1	1	1	2
2	14	4	2	3	1	1	1
2	14	4	3	2	3	1	1
2	14	4	3	3	1	1	1
2	14	5	1	2	1	1	1
2	14	5	1	2	1	1	2
2	14	5	2	2	1	1	2
2	14	5	2	2	2	1	1
2	14	5	3	2	3	2	1
2	14	7	3	2	2	2	2
2	14	8	1	2	1	1	1
2	14	8	3	3	2	2	2
2	15	3	2	3	1	1	1
2	15	4	2	1	1	1	1
2	15	4	3	3	2	1	1
2	15	5	1	1	1	1	1
2	15	5	3	3	3	1	1
2	15	6	1	1	1	1	1
2	15	6	2	2	1	2	1
2	15	6	2	2	2	2	1
2	15	7	2	2	1	1	1
2	15	8	2	2	1	2	2
2	15	8	2	3	1	2	1
2	16	5	1	1	1	1	2
2	16	5	2	2	1	1	1
2	16	5	2	3	1	1	1
2	16	5	3	2	3	1	1
2	16	6	1	3	1	1	1
2	16	6	2	3	1	1	1
2	16	6	3	2	3	1	1
2	16	6	3	2	3	2	1
2	16	6	3	3	3	2	1
2	16	7	1	1	1	1	2
2	16	7	1	2	1	1	1
2	16	7	1	3	1	1	2
2	16	7	2	1	1	1	1
2	16	7	2	2	1	2	1
2	16	8	1	1	1	1	1
2	16	8	1	1	1	1	2
2	16	8	1	1	1	2	2
2	16	8	1	2	1	1	2
2	16	8	1	2	1	2	1
2	16	8	2	1	1	1	1
2	16	8	2	2	1	1	1
2	16	8	2	2	2	2	2
2	16	9	1	1	1	2	1
2	16	9	2	3	1	2	2
3	1	1	1	1	1	1	1
3	1	2	1	1	1	1	1
3	1	2	2	2	1	1	1
3	1	3	1	1	1	1	1
3	1	3	1	1	1	1	2
3	1	3	1	2	1	1	1
3	1	4	1	1	1	1	1
3	1	5	2	1	1	1	1
3	1	8	1	2	1	1	2
3	1	8	2	1	1	1	2
3	2	10	1	1	1	1	1
3	2	11	2	2	1	2	2
3	2	12	1	1	1	2	1
3	2	12	1	1	1	2	3
3	2	12	1	2	1	2	2
3	2	12	2	1	1	2	2
3	2	13	1	1	1	2	1
3	2	13	1	1	1	2	2
3	2	13	2	1	1	2	2
3	2	13	2	1	1	2	3
3	3	10	1	1	1	2	1
3	3	17	1	1	1	3	3
3	4	4	2	1	1	1	1
3	4	6	1	1	1	1	1
3	4	8	1	1	1	1	2
3	4	8	1	2	1	1	1
3	4	9	1	1	1	2	2
3	4	9	2	2	1	2	1
3	4	10	1	1	1	2	2
3	4	10	1	2	1	2	2
3	4	10	2	2	1	2	2
3	5	7	1	1	1	1	1
3	5	8	1	1	1	1	1
3	5	9	1	1	1	1	2
3	5	9	1	2	1	2	2
3	5	10	1	2	1	2	1
3	5	11	1	1	1	2	1
3	6	7	1	2	1	1	1
3	6	8	1	1	1	2	2
3	6	9	1	1	1	1	1
3	6	11	1	1	1	1	2
3	6	11	1	1	1	2	2
3	6	11	1	2	1	2	2
3	7	2	1	2	1	1	1
3	7	5	1	1	1	1	1
3	7	5	1	2	1	1	1
3	7	5	2	2	1	1	1
3	7	8	1	1	1	2	1
3	8	3	2	1	1	1	1
3	8	3	2	2	1	1	1
3	8	4	1	1	1	1	2
3	8	4	1	2	1	1	1
3	8	5	1	1	1	1	2
3	8	6	1	1	1	1	2
3	8	6	1	2	1	1	1
3	8	6	1	3	1	1	2
3	8	6	2	2	1	1	1
3	8	7	1	1	1	1	2
3	8	7	1	2	1	1	2
3	8	8	1	2	1	2	1
3	8	8	2	2	1	2	1
4	1	1	1	1	1	1	1
4	1	2	1	1	1	1	1
4	1	2	1	2	1	1	1
4	1	3	1	1	1	1	1
4	1	3	1	2	1	1	1
4	2	6	1	1	1	1	2
4	2	7	1	1	1	1	2
4	2	8	1	1	1	2	1
4	2	8	1	2	1	1	1
4	2	8	1	2	1	2	2
4	2	9	1	1	1	1	1
4	2	9	1	1	1	1	2
4	2	9	1	1	1	2	1
4	2	9	1	2	1	2	1
4	2	10	1	1	1	2	1
4	2	10	2	3	1	2	2
4	2	11	1	1	1	2	1
4	2	11	1	1	1	2	2
4	2	11	1	2	1	2	1
4	2	11	1	2	1	2	2
4	2	11	2	3	1	2	2
4	2	12	1	1	1	2	1
4	2	12	1	1	1	2	2
4	2	12	1	2	1	2	1
4	2	12	1	2	1	2	2
4	2	12	2	2	1	2	2
4	2	12	2	3	1	2	2
4	2	13	1	1	1	2	1
4	2	14	1	2	1	2	2
4	3	10	1	2	1	1	2
4	3	12	1	2	1	2	3
4	3	13	1	2	1	2	2
4	3	13	2	2	1	2	2
4	3	14	1	1	1	2	2
4	3	14	2	3	1	2	2
4	4	5	3	2	1	1	1
4	4	8	1	2	1	1	2
4	4	10	1	2	1	2	1
4	4	10	1	2	1	2	2
4	4	10	1	3	1	2	1
4	5	16	3	3	1	3	3
4	5	18	3	2	1	3	3
4	6	4	1	1	1	1	1
4	6	4	1	2	1	1	1
4	6	5	1	1	1	1	1
4	6	5	1	1	1	1	2
4	6	5	1	2	1	1	1
4	6	6	1	1	1	1	1
4	6	6	1	2	1	1	1
4	6	6	1	2	1	1	2
4	6	6	2	2	1	1	1
4	6	7	1	1	1	1	1
4	6	7	1	2	1	1	1
4	6	7	1	2	1	1	2
4	6	7	2	2	1	1	1
4	6	7	2	2	1	1	2
4	6	7	2	3	1	1	1
4	6	8	1	1	1	1	1
4	6	8	1	1	1	1	2
4	6	8	1	2	1	2	1
5	1	1	1	1	1	1	1
5	1	2	1	1	1	1	1
5	1	2	2	1	1	1	1
5	1	2	3	1	1	1	1
5	1	3	2	1	1	1	1
5	1	3	2	3	1	1	1
5	2	1	1	1	2	1	1
5	2	2	3	2	3	1	1
5	2	4	2	2	1	1	1
5	2	6	1	2	1	1	1
5	2	6	2	2	1	1	2
5	2	6	3	3	1	1	1
5	2	7	2	1	1	1	2
5	2	7	2	2	2	1	2
5	2	10	1	2	1	1	2
5	3	1	1	1	3	1	1
5	3	3	3	2	2	1	1
5	3	4	3	1	3	1	1
5	3	5	1	2	1	1	1
5	3	5	2	1	1	1	1
5	3	5	2	1	2	1	1
5	3	5	2	1	2	1	2
5	3	5	2	2	1	1	1
5	3	5	3	1	1	1	1
5	3	5	3	2	2	1	1
5	3	5	3	3	2	1	1
5	3	6	1	2	1	1	2
5	3	6	1	3	1	1	1
5	3	6	2	1	2	1	1
5	3	6	2	2	2	1	2
5	3	6	2	3	2	1	1
5	3	6	3	2	2	1	1
5	3	6	3	2	3	1	1
5	3	7	1	1	1	1	1
5	3	7	1	2	1	1	2
5	3	7	1	3	1	1	1
5	3	7	2	2	2	1	1
5	3	7	3	2	3	2	1
5	3	8	1	1	1	1	2
5	3	8	1	1	2	2	1
5	3	8	1	2	1	1	2
5	3	8	1	2	1	2	1
5	3	8	1	2	1	2	2
5	3	8	2	2	2	1	1
5	3	8	2	2	2	2	1
5	3	8	3	2	2	1	2
5	3	8	3	3	2	2	1
5	3	9	1	1	1	2	1
5	4	1	1	2	3	1	1
5	5	1	2	1	1	1	1
5	5	2	1	2	1	1	1
5	5	3	2	1	3	1	1
5	5	5	2	3	2	1	1
5	5	10	1	3	1	2	2
5	6	1	2	1	2	1	1
5	6	3	3	1	1	1	1
5	6	4	2	2	3	1	1
5	6	6	2	1	1	1	1
5	6	7	2	3	2	1	1
5	7	1	2	1	3	1	1
5	7	6	1	1	1	1	2
5	7	9	2	3	2	2	2
5	8	1	2	2	1	1	1
5	8	1	3	2	3	1	1
5	8	2	2	1	2	1	1
5	9	1	3	1	1	1	1
5	9	3	2	2	1	1	1
5	9	5	2	3	1	1	1
5	9	6	2	2	2	2	1
5	9	7	1	1	1	1	2
5	10	6	1	1	1	1	1
5	10	7	1	2	1	1	1
5	10	10	1	1	1	1	1
5	10	10	1	1	1	2	2
5	11	9	1	2	1	2	1
5	11	10	1	2	1	2	1
5	11	10	1	2	1	2	2
5	11	11	1	3	1	2	2
5	11	11	2	3	1	2	2
5	11	12	1	2	1	2	2
5	11	13	1	1	1	2	2
5	11	13	1	3	1	2	2
5	11	13	2	2	1	2	2
5	11	14	2	3	1	2	3
5	12	4	2	1	3	1	1
5	12	7	2	2	1	1	1
5	12	8	1	3	1	2	1
5	12	8	2	3	1	2	2
5	12	8	3	2	2	1	1
5	12	8	3	3	3	2	2
5	12	9	1	1	1	2	2
5	12	9	1	2	1	2	2
5	12	10	2	3	1	2	2
5	12	11	1	1	1	2	2
5	12	11	1	2	1	2	2
5	12	11	3	3	3	2	2
5	12	12	1	1	1	2	2
5	13	2	1	2	2	1	1
5	13	5	3	2	3	1	1
5	13	7	1	3	1	1	2
5	13	10	3	3	3	2	2
5	13	13	2	3	1	2	2
5	13	15	2	2	1	2	3
5	13	16	2	3	1	3	3
5	14	2	2	2	1	1	1
5	14	2	3	1	2	1	1
5	14	2	3	1	3	1	1
5	14	2	3	2	2	1	1
5	14	3	1	3	1	1	1
5	14	3	2	1	2	1	1
5	14	3	2	2	3	1	1
5	14	3	3	2	3	1	1
5	14	4	1	2	1	1	1
5	14	4	1	3	1	1	1
5	14	4	2	1	2	1	1
5	14	4	2	2	2	1	1
5	14	4	3	1	1	1	1
5	14	5	1	1	1	1	1
5	14	5	2	2	2	1	1
5	14	6	2	1	2	1	2
5	14	6	2	3	1	1	1
5	14	7	1	3	1	2	1
5	14	7	2	1	2	1	2
5	14	9	2	2	1	1	2
5	15	3	1	1	1	1	1
5	15	3	1	2	1	1	1
5	15	3	2	2	2	1	1
5	15	4	1	1	1	1	1
5	15	4	2	1	1	1	1
5	15	4	2	3	1	1	1
5	15	4	3	2	2	1	1
5	15	4	3	2	3	1	1
5	15	5	1	3	1	1	1
5	15	6	2	2	1	1	1
6	1	1	1	1	1	1	1
6	1	1	1	1	2	1	1
6	1	2	1	2	1	1	1
6	1	2	2	1	1	1	1
6	1	2	2	1	2	1	1
6	1	2	2	2	1	1	1
6	1	2	3	1	2	1	1
6	1	2	3	3	1	1	1
6	1	3	1	1	1	1	1
6	1	3	2	2	1	1	1
6	1	4	1	1	1	1	1
6	1	4	2	1	1	1	1
6	1	4	2	2	1	1	1
6	1	5	1	3	1	1	1
6	1	6	1	3	1	1	1
6	1	6	3	3	2	1	1
6	1	8	3	2	2	1	2
6	2	1	1	1	3	1	1
6	3	1	2	1	1	1	1
6	3	5	3	2	3	1	1
6	3	6	1	1	1	1	1
6	3	6	2	2	2	1	1
6	3	7	1	2	1	1	1
6	3	7	1	2	1	1	2
6	3	7	2	3	1	1	1
6	3	8	1	3	1	1	1
6	3	8	2	3	1	1	1
6	3	8	2	3	1	2	1
6	3	9	1	2	1	1	2
6	3	9	1	3	1	1	2
6	3	9	2	3	1	2	2
6	4	1	2	1	2	1	1
6	4	2	1	1	1	1	1
6	4	2	2	2	2	1	1
6	4	4	1	3	1	1	1
6	4	4	3	2	1	1	1
6	4	5	1	1	1	1	1
6	4	5	2	2	1	1	1
6	5	4	3	3	3	2	1
6	5	6	2	2	1	1	1
6	5	7	2	2	2	1	1
6	5	8	1	2	1	1	1
6	5	8	2	1	1	1	1
6	5	10	1	1	1	1	2
6	5	10	1	1	1	2	2
6	5	10	1	2	1	1	2
6	5	10	1	2	1	2	2
6	5	10	2	2	1	1	2
6	5	11	1	1	1	2	1
6	5	12	1	2	1	2	2
6	6	10	2	2	1	2	1
6	6	12	1	2	1	2	1
6	6	12	1	3	1	2	2
6	6	14	1	2	1	2	3
6	6	14	2	2	1	2	2
6	7	7	2	2	1	1	1
6	7	7	3	2	2	1	1
6	7	11	2	3	1	2	2
6	7	11	3	3	2	2	2
6	7	13	1	2	1	2	2
6	8	8	2	2	1	1	2
6	8	12	3	3	2	2	2
6	8	13	2	3	1	2	2
6	8	16	1	1	1	2	2
6	9	3	1	2	1	1	1
6	9	3	2	1	2	1	1
6	9	3	2	1	3	1	1
6	9	3	2	2	2	1	1
6	9	3	3	3	2	1	1
6	9	4	1	1	3	1	1
6	9	4	1	2	1	1	1
6	9	4	2	3	2	1	1
6	9	5	1	2	1	1	1
6	9	5	2	2	2	1	1
6	9	6	1	2	1	1	2
6	9	7	2	1	1	1	2
6	9	7	3	3	2	1	1
6	10	4	2	1	2	1	1
6	10	4	2	3	1	1	1
6	10	5	1	1	1	1	2
6	10	5	1	2	1	1	2
6	10	5	2	1	1	1	1
6	10	5	2	3	1	1	1
6	10	5	3	2	2	1	1
6	10	6	1	2	1	1	1
6	10	6	2	3	1	1	2
6	10	6	3	3	2	2	1
6	10	7	1	1	1	1	2
6	10	7	1	2	1	2	1
6	10	7	2	3	1	2	2
6	10	7	3	2	2	2	1
6	10	7	3	2	3	1	1
6	10	8	1	1	1	1	2
6	10	8	2	2	1	1	1
6	10	8	3	3	3	2	1
6	10	9	1	1	1	1	1
6	10	9	1	1	1	2	1
6	10	9	1	3	1	2	1
6	10	9	2	2	1	2	1
6	10	9	2	3	1	2	1
7	1	1	1	1	1	1	1
7	1	1	2	1	2	1	1
7	2	1	1	1	2	1	1
7	2	3	2	1	1	1	2
7	2	3	3	1	1	1	1
7	2	4	1	1	1	1	1
7	2	4	1	1	1	1	2
7	2	4	2	1	1	1	1
7	2	4	3	1	1	1	1
7	2	5	1	1	1	1	1
7	2	5	1	1	1	1	2
7	2	6	1	1	1	1	1
7	3	1	2	1	1	1	1
7	3	2	1	1	1	1	1
7	3	2	2	1	2	1	1
7	4	1	3	1	1	1	1
7	4	2	2	1	1	1	1
7	4	2	3	1	2	1	1
7	4	3	1	1	1	1	1
7	4	3	1	1	1	1	2
7	4	3	2	1	1	1	1
7	4	3	3	1	2	1	1
7	4	4	3	1	3	1	1
7	5	5	2	1	1	1	1
7	5	7	1	1	1	1	2
7	5	9	1	1	1	2	1
7	5	10	1	1	1	1	1
7	5	10	1	1	1	2	2
7	6	12	2	2	1	2	2
7	6	13	2	1	1	2	2
7	6	14	2	1	1	2	1
7	7	6	1	1	1	1	2
7	7	7	1	1	1	1	1
7	7	7	2	1	1	1	2
7	7	8	1	1	1	1	1
7	7	8	1	1	1	2	1
7	7	9	1	1	1	1	1
7	7	9	1	1	1	2	2
7	7	9	2	1	1	2	2
7	7	9	3	1	1	2	2
